"contract_id","segment_id","plan_id","contract_year","language_id","plan_cvrg_typ_id","mnthly_prm","ann_ddctbl","icl_lmt","thrshld","copay_amt_inn_prefrd","copay_amt_inn_prefrd_lvl","coins_amt_inn_prefrd","coins_amt_inn_prefrd_lvl","copay_amt_inn_general","copay_amt_inn_general_lvl","coins_amt_inn_general","coins_amt_inn_general_lvl","copay_amt_mail_ordr_prefrd","copay_amt_mail_ordr_prefrd_lvl","coins_amt_mail_ordr_prefrd","coins_amt_mail_ordr_prefrd_lvl","copay_amt_mail_ordr_general","copay_amt_mail_ordr_general_lvl","coins_amt_mail_ordr_general","coins_amt_mail_ordr_general_lvl","is_mdcr_dfnd_std_yn","post_thrshld_mdcr_std_cost"
"H0351","1","044","2019","1","4","34.00","200.00","3820.00","5100.00","$0 - $90","1","29%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","$0 - $90","1","29%","1","N","1"
"H0351","2","044","2019","1","4","42.00","200.00","3820.00","5100.00","$0 - $90","1","29%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","$0 - $90","1","29%","1","N","1"
"H0351","3","044","2019","1","4","42.00","200.00","3820.00","5100.00","$0 - $90","1","29%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","$0 - $90","1","29%","1","N","1"
"H0351","0","050","2019","1","4",".00","50.00","3820.00","5100.00","$0 - $90","1","32%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","$0 - $90","1","32%","1","N","1"
"H0351","0","051","2019","1","4","40.00",".00","3820.00","5100.00","$0 - $90","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","$0 - $90","1","33%","1","N","1"
"H0351","0","801","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H0351","0","803","2019","1","0",".00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0"," ","0"
"H0351","0","804","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H0354","0","001","2019","1","4",".00","200.00","3820.00","5100.00","$0 - $95","1","29%","1","Information Not Available","1","Information Not Available","1","$0 - $95","1","29%","1","Information Not Available","1","Information Not Available","1","N","1"
"H0354","0","024","2019","1","4",".00",".00","3820.00","5100.00","$0 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H0354","0","027","2019","1","4",".00","200.00","3820.00","5100.00","$0 - $95","1","29%","1","Information Not Available","1","Information Not Available","1","$0 - $95","1","29%","1","Information Not Available","1","Information Not Available","1","N","1"
"H0354","0","028","2019","1","4",".00",".00","3820.00","5100.00","$0 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H0354","0","804","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H0354","0","805","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H0390","0","001","2019","1","0","219.00",".00",".00","5100.00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H0390","0","002","2019","1","0","711.00",".00",".00","5100.00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H0422","0","001","2019","1","4","28.00","400.00","3820.00","5100.00","$3 - $42","1","25% - 45%","1","Information Not Available","1","Information Not Available","1","$3 - $42","1","25% - 45%","1","Information Not Available","1","Information Not Available","1","N","1"
"H0422","0","002","2019","1","4","43.00",".00","3820.00","5100.00","$3 - $42","1","33% - 45%","1","Information Not Available","1","Information Not Available","1","$3 - $42","1","33% - 45%","1","Information Not Available","1","Information Not Available","1","N","1"
"H0423","0","001","2019","1","1","39.00","415.00","3820.00","5100.00","","1","25%","1","","1","25%","1","","1","25%","1","","1","25%","1","Y","1"
"H0423","0","004","2019","1","1","65.00","415.00","3820.00","5100.00","","1","25%","1","","1","25%","1","","1","25%","1","","1","25%","1","Y","1"
"H0432","0","001","2019","1","4","11.00","55.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$3 - $95","1","32%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H0432","0","002","2019","1","4","24.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$3 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H0432","0","003","2019","1","4",".00","55.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$3 - $95","1","32%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H0432","0","004","2019","1","4","23.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$3 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H0432","0","005","2019","1","4",".00","55.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$3 - $95","1","32%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H0432","0","006","2019","1","4","24.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$3 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H0432","0","007","2019","1","4",".00","55.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$3 - $95","1","32%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H0432","0","008","2019","1","4","24.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$3 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H0432","0","009","2019","1","1","24.00","415.00","3820.00","5100.00","","1","25%","1","","1","25%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Y","1"
"H0439","0","002","2019","1","1","25.00","415.00","3820.00","5100.00","","1","25%","1","","1","25%","1","","1","25%","1","","1","25%","1","Y","1"
"H0439","1","003","2019","1","4",".00","300.00","3820.00","5100.00","$3 - $42","1","27% - 50%","1","Information Not Available","1","Information Not Available","1","$3 - $42","1","27% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"H0439","2","003","2019","1","4","14.00","300.00","3820.00","5100.00","$3 - $42","1","27% - 50%","1","Information Not Available","1","Information Not Available","1","$3 - $42","1","27% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"H0439","0","006","2019","1","4","15.00",".00","3820.00","5100.00","$0 - $42","1","33% - 45%","1","Information Not Available","1","Information Not Available","1","$0 - $42","1","33% - 45%","1","Information Not Available","1","Information Not Available","1","N","1"
"H0439","0","801","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H0439","0","807","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H0473","0","001","2019","1","4",".00","360.00","3820.00","5100.00","$3 - $99","1","26%","1","Information Not Available","1","Information Not Available","1","$3 - $99","1","26%","1","Information Not Available","1","Information Not Available","1","N","1"
"H0473","0","002","2019","1","4","21.00",".00","3820.00","5100.00","$3 - $97","1","33%","1","Information Not Available","1","Information Not Available","1","$3 - $97","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H0477","0","001","2019","1","0","193.00",".00",".00","5100.00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H0477","0","002","2019","1","0","522.00",".00",".00","5100.00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H0480","0","001","2019","1","4",".00",".00",".00","5100.00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H0504","0","015","2019","1","4",".00",".00","3820.00","5100.00","$0 - $95","1","25% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","","1","33%","1","N","1"
"H0504","0","017","2019","1","4",".00",".00","3820.00","5100.00","$0 - $95","1","28% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","","1","33%","1","N","1"
"H0504","0","021","2019","1","4",".00",".00","3820.00","5100.00","$3 - $95","1","31% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","","1","33%","1","N","1"
"H0504","0","026","2019","1","4",".00",".00","3820.00","5100.00","$0 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","","1","33%","1","N","1"
"H0504","0","028","2019","1","4",".00",".00","3820.00","5100.00","$0 - $95","1","26% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","","1","33%","1","N","1"
"H0504","0","029","2019","1","4",".00",".00","3820.00","5100.00","$5 - $95","1","26% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","","1","33%","1","N","1"
"H0504","0","031","2019","1","4",".00",".00","3820.00","5100.00","$5 - $95","1","25% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","","1","33%","1","N","1"
"H0504","0","037","2019","1","4",".00","150.00","3820.00","5100.00","$3 - $95","1","28% - 30%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","","1","30%","1","N","1"
"H0504","0","038","2019","1","4",".00",".00","3820.00","5100.00","$5 - $95","1","29% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","","1","33%","1","N","1"
"H0504","0","039","2019","1","4",".00",".00","3820.00","5100.00","$5 - $95","1","30% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","","1","33%","1","N","1"
"H0504","0","040","2019","1","4",".00",".00","3820.00","5100.00","$0 - $95","1","31% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","","1","33%","1","N","1"
